ac|en|fi|pt|ru|zh|ja|ko|de
w_polearm_jousting_lance|Jousting Lance|Turnauspeitsi|Lança de Combate|Турнирное Копье|竞争长矛|馬上槍|마성의 랜스|Turnierlanze
w_polearm_golden_gods_gladius|Golden God's Gladius|Kultajumalan Gladius|Gládio do Deus de Ouro|Гладиус Золотого Бога|金神的短剑|金の神のグラディウス|황금의 신의 글라디우스|Gladius des Goldenen Gottes
w_polearm_st_draxis_pigstick|St. Draxis' Pigstick|Pyhän Draxisen Sikakeppi|Aguilhão de São Draxis|Св. Draxis Pigstick|圣德西斯杀猪棒|聖ドラクシスのピッグスティック|성 드랙시스 피그스틱|St. Draxis‘ Schweinespieß
w_polearm_lancers_glory|Lancer's Glory|Kilpiseivästäjän Kunnia|Glória do Lanceiro|Боевая Слава Копейщика|枪骑兵的荣耀|ランサーズグローリー|창기병의 영광|Ehre des Lanzenreiters
w_polearm_champions_flag_lance|Champion's Flag Lance|Sotamestarin Lippupeitsi|Lança da bandeira do campeão|Копье Чемпиона|冠军的旗帜长矛|チャンピオンの旗ランス|챔피언의 깃발 랜스|Flaggenlanze des Champions
w_polearm_dark_knights_lance|Dark Knight's Lance|Pimeän ritarin keihäs|Lança do Cavaleiro das Trevas|Dark Knight's Lance|黑暗骑士的长枪|ダークナイト・ランス|Dark Knight's Lance|Die Lanze des dunklen Ritters
||||||||
[weapon_gun]||||||||
normal_gun_hand_cannon|Hand Cannon|Käsikanuuna|Canhão de Mão|Пушка|手炮|ハンドキャノン|핸드 캐논|Handkanone
normal_gun_hunting_rifle|Hunting Rifle|Metsästyskivääri|Espingarda de caça|Hunting Rifle|狩猎步枪|ハンティングライフル|Hunting Rifle|Jagdgewehr
normal_gun_gatling_gun|Gatling Gun|Sarjatuliase|Metralhadora|Пулемёт Гатлинга|加特林机枪|ガトリングガン|개틀링 기관총|Gatling-Gewehr
normal_gun_battle_blaster|Battle Blaster|Taistelu Blaster|Batalhador|Battle Blaster|战斗爆破器|バトルブラスター|Battle Blaster|Kampf Blaster
||||||||
[weapon_gun_unique]||||||||
w_gun_rtx_xqc_4910|RT XQC-4910|RT XQC-4910|RT XQC-4910|RT XQC-4910|RT XQC-4910|RT XQC-4910|RT XQC-4910|RT XQC-4910
w_gun_vampire_hunter|Vampire Hunter|Vampyyrin metsästäjä|Caçador de Vampiros|Охотник на Вампиров|吸血鬼猎人|ヴァンパイア・ハンター|뱀파이어 헌터|Vampirjäger
w_gun_flamecannon|Flamecannon|Liekkikanuuna|Canhão de Chamas|Огнемет|火焰炮|フレームキャノン|불타는 대포|Flammenkanone
w_gun_warbringer|Warbringer|Sodantuoja|Warbringer|Вестник Войны|战神|ウォーブリンガー|전쟁을 불러오는 자|Kriegsbringer
w_gun_jack|Jack|||||||
w_gun_fred|Fred|||||||
w_gun_steves_bang|Steve's Bang|Teemun pyssy|Disparo de Steve|Большой Ба-бах Стива|史蒂夫的枪击|スティーブの爆発|스티브의 뱅|Steves Bang
w_gun_chills_of_war|Chills of War|Sodan väreet|Frios da Guerra|Леденящий Ужас Войны|战争寒意|戦慄|전쟁의 오한|Schauer des Krieges
w_gun_st_brooks_elementium_pistol|St. Brooks Elementium Pistol|Pyhän Brooksin sula pistooli|Pistola Derretida de Santa Brook|Расплавленный Пистолет св. Brook|圣布鲁克斯熔融手枪|聖ブルックスの溶けたピストル|성 브룩스 용암 권총|St. Brooks geschmolzene Pistole
w_gun_marines_buddy|Marine's Buddy|Merimiehen kaveri|Camarada da Marinha|Лучший Друг Морпеха|海洋的朋友|マリーンズバディ|마린 버디|Marinekumpel
w_gun_demon|Demon|||||||
w_gun_angel|Angel|||||||
w_gun_crystal_infused_pistol|Crystal Infused Pistol|Kristallipistooli|Pistola de Cristal|Кристаллический Пистолет|水晶手枪|クリスタル注入ピストル|수정이 주입 된 권총|Kristallgefüllte Pistole
w_gun_f4_tactical_rifle|F4-Tactical Rifle|F4-taktinen kivääri|F4 - Espingarda Táctica|F4-Tactical Rifle|F4-战术步枪|F4-タクティカル・ライフル|F4-Tactical Rifle|F4-Taktisches Gewehr
w_gun_dreadnought|Dreadnought|Dreadnought|Dreadnought|Dreadnought|Dreadnought|Dreadnought|Dreadnought|Dreadnought
||||||||
[weapon_chainsaw]||||||||
normal_chainsaw_battle_slicer|Battle Slicer|||||||
normal_chainsaw_war_saw|War Saw|||||||
normal_chainsaw_trunk_cutter|Trunk Cutter|||||||
normal_chainsaw_hand_saw|Hand Saw|||||||
||||||||
[weapon_chainsaw_unique]||||||||
w_chainsaw_sawgun|Sawgun|Sahapyssy|Arma de Serra|Пистолет-Пила|锯枪|ソーガン|소우건|Sägegewehr
w_chainsaw_doublesaw_4000|Doublesaw 4000|Tuplasaha 4000|Serra Dupla 4000|Двойная Пила 4000|双锯 4000|ダブルソー 4000|더블 소우 4000|Doppelsäge 4000
w_chainsaw_doomsaw|Doomsaw|Tuhosaha|Serra Maldita|Пила Погибели|末日锯|ドゥームソー|둠소우|Verdammnissäge
w_chainsaw_vorpal_sharktooth|Vorpal Sharktooth|Vorpaali Hainhammas|Dente de Tubarão Vorpal|Вострый Акулий Зуб|刺穿锯鲨鱼牙|首切りシャークトゥース|보팔 상어 이빨|Tödlicher Haifischzahn
w_chainsaw_the_annihilator|The Annihilator|Tuhoaja|O Aniquilador|Аннигилятор|毁灭者|アナイアレイター|소멸자|Der Vernichter
w_chainsaw_st_meeses_longsaw|St. Draxis Longsaw|||||||
w_chainsaw_lumberjacks_chainsaw|Lumberjack's Chainsaw|Tukkimiehen Moottorisaha|Motosserra do lenhador|Бензопила лесоруба|伐木工人的电锯|木こりのチェーンソー|벌목꾼의 전기 톱|Holzfällers Kettensäge
w_chainsaw_candy_shredder|Candy Shredder|Karkkia silppuri|Fragmentadora de doces|Candy Shredder|糖果切碎机|キャンディシュレッダー|Candy Shredder|Bonbon-Schredder
w_chainsaw_royal_decapitator|Royal Decapitator|Royal Decapitator|Decapitador Real|Royal Decapitator|皇家斩首者|ロイヤルディカピター|Royal Decapitator|Königlicher Enthauptungsapparat
||||||||
[weapon_flask]||||||||
normal_flask_poison_flask|Poison Flask|Myrkkyrohto|Ampola de Veneno|Склянка с ядом|毒药小瓶|毒のバイアル|독극물 약병|Giftphiole
normal_flask_caustic_vial|Caustic Vial|Sotapullo|Balão de Guerra|War Flask|战神瓶|ウォーフラスク|War Flask|Kriegskolben
normal_flask_acid_flask|Acid Flask|Happopullo|Frasco Ácido|Acid Flask|酸性烧瓶|酸性フラスコ|Acid Flask|Säurekolben
normal_flask_achemists_flask|Alchemist's Flask|Sotamyrkky|Veneno de guerra|War Poison|战争毒药|ウォーポイズン|War Poison|Kriegsgift
||||||||
[weapon_flask_unique]||||||||
w_flask_cobra_blood_vial|Cobra Blood Vial|Kobranveripullo|Ampola de Sangue de Cobra|Флакон с ядом кобры|眼镜蛇血瓶|コブラの血のバイアル|코브라의 피 약병|Phiole mit Kobrablut
w_flask_ancient_mucus|Ancient Mucus|Muinainen Muta|Muco Antigo|Древняя Слизь|古代粘液瓶|古代の粘液|고대 점액|Uralter Schleim
w_flask_demon_blood_flask|Demon Blood Flask|Pirunveripullo|Frasco de Sangue de Demônio|Флакон с кровью демона|恶魔血瓶|デーモンの血のフラスコ|악마 피의 플라스크|Fläschchen mit Dämonenblut
w_flask_spirit_urn|Spirit Urn|Sielu-uurna|Urna de Espírito|Флакон Душ|精神乌恩瓶|精霊の骨壷|성령 항아리|Geisturne
w_flask_doctors_potion|Doctor's Potion|Tohtorin Rohto|Poção do Médico|Зелье Доктора|医生的药水|ドクターズポーション|의사의 물약|Trank des Doktors
w_flask_doomweed_vial|Doomweed Vial|Doomweed injektiopullo|Frasco de Doomweed|Doomweed Vial|斗篷草小瓶|ドゥームウィード・バイアル|Doomweed Vial|Doomweed-Fläschchen
||||||||
[weapon_universal]||||||||
w_universal_lemon|Lemon|Lemon|Lemon|Lemon|Lemon|Lemon|Lemon|Lemon
||||||||
[armors]||||||||
armors_normal_steel_armor|Steel Armor|Teräshaarniska|Armadura de Aço|Стальная Броня|钢铁甲|鋼の鎧|강철 갑옷|Stahlrüstung
armors_normal_leather_coat|Leather Coat|Nahkatakki|Casaco de Couro|Кожаный Доспех|皮革大衣|革のコート|가죽 코트|Ledermantel
armors_normal_studded_leather|Studded Leather|Nastoitettu Nahkahaarniska|Couro Cravejado|Клепаный кожаный доспех|镶嵌皮革|スタッド付きの鎧|고급 가죽|Verstärktes Leder
armors_normal_trellised_armor|Trellised Armor|Trellisoitu Haarniska|Armadura Treliçada|Чешуйчатый доспех|攀绕护甲|格子の鎧|전신 갑옷|Vergitterte Rüstung
armors_breast_plate|Breast Plate|||||||
armors_normal_cuirass|Cuirass|Rintapanssari|Couraça|Кираса|胸甲|キュイラス|동체 갑옷|Kürass
armors_templar_coat|Templar  Coat|||||||
armors_wire_fleece|Wire Fleece|||||||
armors_boneweave|Boneweave|||||||
armors_chaos_armor|Chaos Armor|||||||
armors_dusk_shroud|Dusk Shroud|||||||
armors_great_hauberk|Great Hauberk|||||||
||||||||
[armors_unique]||||||||
armors_heavens_might|Heaven's Might|Taivaan Mahti|Força do Paraíso|Мощь Небес|天堂的大能|天の威厳|하늘의 심판|Macht des Himmels
armors_leviathan|Leviathan’s Carcass|||||||
armors_tayrels_chestplate|Tayrel's Chestplate|Tayrelin Rintapelti|Peitoral de Tayrel|Нагрудник Тайрела|泰雷尔的护胸|タイレルのチェストプレート|타일러의 흉갑|Tayrels Brustplatte
armors_uabels_chest|Uabel's Chest|Uabelin Rintapelti|Peito de Uabel|Нагрудник Уабеля|乌贝尔的胸甲|ユーベルのチェスト|와벨의 흉부|Uabels Brust
armors_marsh_shroud|Marsh Shroud|Suoverho|Manto do Pântano|Болотная Накидка|沼泽寿衣|沼沢のシュラウド|마쉬 슈라우드|Marschschleier
armors_gladiators_demise|Gladiator's Demise|Gladiaattorin Kuolema|Morte do Gladiador|Гибель Гладиатора|角斗士的馈赠|剣闘士の終焉|검투사의 죽음|Brustplatte des Gladiators
armors_hellfire_cuirass|Hellfire Cuirass|Pätsin Rintapanssari|Couraça do Fogo do Inferno|Кираса Адского Пламени|地狱之火胸甲|地獄の炎のキュイラス|지옥 불 동체갑옷|Höllenfeuerkürass
armors_devils_cocoon|Devil's Cocoon|Paholaisen Koppa|Casulo do Demônio|Покров Дьявола|魔鬼的茧|悪魔の繭|악마의 누에고치|Brustplatte des Teufels
armors_mevius_mighty_plate|Mevius' Mighty Plate|Meviuksen Mahtava Pelti|Placa Poderosa de Mevius|Великолепные Латы Мевиуса|梅维乌斯强力护胸|メビウスの偉大なプレート|뫼비우스의 마이티 플레이트|Mevius' Mächtige Platte
armors_anubis_torso|Anubis Torso|Anubis Vartalo|Tronco de Anúbis|Торс Анубиса|阿努比斯护甲|アヌビスの胴|아누비스의 몸통|Anubis' Torso
armors_genjis_battle_armor|Genji's Battle Armor|Genjin Taistelupanssari|Armadura de Batalha de Genji|Боевой Доспех Гэндзи|根吉的战斗盔甲|ゲンジのバトル・アーマー|겐지의 전투용 갑옷|Genjis Brustplatte
armors_satans_cuirass|Satan's Cuirass|Saatanan Rintapanssari|Couraça de Satã|Кираса Сатаны|撒旦的胸甲|サタンのキュイラス|사탄의 동체갑옷|Satans Brustplatte
armors_sand_kings_scarab|Sand King's Scarab|Hiekkakuninkaan Skarabi|Escaravelho do Rei da Areia|Броня Короля Песков|沙王的圣甲虫|サンド・キングのスカラベ|모래 왕의 풍뎅이|Brustplatte des Königs der Sande
armors_ice_howls_cuirass|Ice Howl's Cuirass|Jääulvojan Rintapanssari|Couraça do Uivo do Gelo|Кираса Рев Мороза|冰王的胸甲|アイスハウルのキュイラス|아이스 하울의 동체갑옷|Eisgeheuls Kürass
armors_grandwizards_robe|Grandwizard's Robe|Suurvelhon Viitta|Manto do Grão-Mago|Мантия Верховного Мага|大巫师的长袍|グランドウィザードのローブ|위대한 위저드의 로브|Brustplatte des Großmagiers
armors_zeus_body_armor|Zeus' Body Armor|Zeuksen Panssari|Armadura Corporal de Zeus|Броня Зевса|宙斯盔甲|ゼウスの胴甲|제우스의 몸통 갑옷|Zeus' Körperpanzerung
armors_rednecks_shirt|Redneck's Shirt|Punaniskan Paita|Camisa do Camponês|Рубаха Деревенщины|红脖子的衬衫|レッドネックのシャツ|레드넥의 셔츠|Redneck-Hemd
armors_pirate_captains_shirt|Pirate Captain's Shirt|Merirosvokapteenin Paita|Camisa do Capitão Pirata|Рубаха Капитана Пиратов|海盗船长衬衫|海賊船長のシャツ|해적 대위의 셔츠|Hemd des Piratenkapitäns
armors_death_lords_bone_armor|Death Lord's Bone Armor|Kuolemanherran Luupanssari|Armadura de Ossos do Senhor da Morte|Костяная Броня Владыки Смерти|死神的骨甲|デス・ロードの骨の鎧|죽음의 신의 뼈갑옷|Knochenrüstung des Todeslords
armors_thors_chest_armor|Thor's Chest Armor|Odinin Rintapanssari|Armadura Peitoral de Odin|Кираса Одина|奥丁的胸甲|オーディンのチェスト・アーマー|오딘의 흉부 갑옷|Odins Brustrüstung
armors_cuirass_of_blood|Cuirass of Blood|Veren Rintapanssari|Couraça de Sangue|Кровавая Кираса|嗜血胸甲|血のキュイラス|피의 흉갑|Kürass des Blutes
armors_magisters_robe|Magister's Robe|Velhon Viitta|Robe do Magister|Одеяние Мага|大法师的长袍|マギステル・ローブ|마법사의 로브|Gewand des Magisters
armors_nomads_battlerobe|Nomad's Battlerobe|Vaeltajan Taisteluviitta|Veste de Batalha do Nômade|Боевое Одеяние Кочевника|流浪者的战袍|ノマドのバトルローブ|노마드의 배틀로브|Schlachtenrobe des Nomaden
armors_marksmans_hunting_shroud|Marksman's Hunting Shroud|Jousimiehen Metsästysverho|Mortalha de Caça do Atirador|Охотничья Накидка Стрелка|射手的狩猎裹尸布|マークスマンのハンティングシュラウド|명사수의 사냥용 장막|Kampfschleier des Marksman
armors_upis_sweetshirt|Upi's Sweetshirt|Upin Makea Paita|Suéter de Upi|Свитер Упи|Upi的运动衫|ユピのスウィートシャツ|우피의 스웨트셔츠|Sweetshirt des Upi
armors_thunder_gladiators_armor|Thunder Gladiator's Armor|Ukkosgladiaattorin Panssari|Armadura do Gladiador de Trovão|Доспех Воина Грома|雷声角斗士的盔甲|サンダーグラディエーターのアーマー|썬더 글라디에이터의 갑옷|Rüstung des Donnergladiatoren
armors_nobunagas_battle_cuirass|Nobunaga's Battle Cuirass|Nobunagan Taistelurintapanssari|Couraça de Batalha de Nobunaga|Кираса Нобунага|织田信长的战斗胸甲|信長のバトルクイラス|노부나가의 전투용 동체 갑옷|Schlachtkürass des Nobunaga
armors_dantes_jacket|Dante's Jacket|||||||
armors_lancers_chestplate|Lancer's Chestplate|Kilpiseivästäjän Rintapelti|Peitoral do Lanceiro|Кираса Копейщика|枪骑兵的胸甲|ランサーズチェストプレート|랜서즈 갑옷|Brustplatte des Lanzenreiters
armors_demons_ribcage|Demon's Ribcage|Demonin Rintakehä|Caixa Torácica do Demônio|Ребра Демона|恶魔的胸腔|悪魔の胸郭|악마의 흉곽|Brustkorb des Dämons
armors_sacred_robe|Sacred Robe|Pyhäviitta|Veste Sagrada|Священное Одеяние|神圣的长袍|聖なるローブ|신성한 가운|Heilige Robe
armors_chestplate_of_fire|Chestplate of Fire|Liekkirintapelti|Peitoral de Fogo|Нагрудник Пламени|火胸甲|炎のチェストプレート|불의 갑옷|Brennende Brustplatte
armors_lichbane|Lichbane|Kalmanriesa|Perdição de Lich|Вечные Муки|尸巫|リヒベネ|리치베인|Lichbane
armors_st_judas_hauberk|St. Jupe’s Plate of Command|||||||
armors_travelers_leather_jacket|Traveler's Leather Jacket|Matkustajan Nahkatakki|Jaqueta de couro do viajante|Кожаная Куртка Путешественника|旅行者的皮夹克|トラベラーズレザージャケット|여행자 용 가죽 자켓|Lederjacke für Reisende
armors_gem_kings_garb|Gem King's Garb|Jalokivi Kuninkaan Panssari|Traje do Rei Gema|Одеяние Короля Самоцветов|宝石王的服装|ジェムキングの服|보석 왕의 의복|Gem King's Gewand
armors_engineers_plated_vest|Engineer's Plated Vest|Insinöörin Panssaroitu Liivi|Colete Cromado do Engenheiro|Бронежилет Инженера|工程师的镀金背心|エンジニアのメッキベスト|엔지니어의 도금 조끼|Überzogene Weste des Ingenieurs
armors_vagabonds_wraps|Vagabond's Wraps|Kiertolaisen Rievut|Wraps de vagabundo|Накидка Скитальца|流浪者的裹身|バガボンドのラップ|방랑자의 겉옷|Vagabonds Wraps
armors_flame_diviners_sanctum|Flame Diviner's Sanctum|Liekinjakajan Suoja|Santuário do Adivinho Flamejante|Нагрудник Прорицателя|烈焰圣者的圣殿|炎占い師の聖域|화염 점쟁이의 성소|Flammenwahrsagers Heiligtum
armors_bloodletters_plate_body|Blood-letter's Plate Body|Blood-letter's Plate Body|Blood-letter's Plate Body|Латный Нагрудник Кровопускателя|Blood-letter's Plate Body|Blood-letter's Plate Body|Blood-letter's Plate Body|Blood-letter's Plate Body
armors_venoms_ribcage|Venom's Ribcage|Venomin Rintakehä|Caixa torácica de Venom|Костяная Броня Веномансера|毒液的肋骨|ヴェノムの胸郭|독의 갈비뼈|Venoms Brustkorb
armors_shield_bearers_plated_armor|Shield Bearer's Plated Armor|Kilvenkäyttäjän Panssari|Armadura Cromada do Portador do Escudo|Латный Доспех Щитоносца|盾牌守卫者的板甲|シールドベアラーのプレートアーマー|방패 운반자의 도금 갑옷|Schildträger-Rüstung
armors_juggernauts_glorious_plate|Juggernaut's Glorious Plate|Pysäyttämätön Voiman Mahtava Haarniska|Placa Gloriosa de Juggernaut|Великолепные Латы Джаггернаута|剑圣的光荣板甲|ジャガーノートの栄光のプレート|저거너트의 영광스러운 판|Juggernauts herrlicher Teller
